Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Expenditure_Type,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2022,HU,Hungary,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,62589371.0,209.72,43.4
2019,IE,Ireland,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,70280757.0,1203.75,187.74
2022,IT,Italy,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,86726539.0,624.03,67.17
2019,LT,Lithuania,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,9861201.0,840.58,130.37
2022,LT,Lithuania,AT,Austria,Total,4 nights or over,Package arrangement,3186260.0,177.6,21.79
2022,LT,Lithuania,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,14130340.0,787.61,96.63
2019,LU,Luxembourg,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,88333115.0,1365.51,190.81
2022,LU,Luxembourg,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,110591238.0,1667.14,219.73
2019,MT,Malta,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,12716400.0,1001.95,167.69
2022,MT,Malta,AT,Austria,Total,4 nights or over,Package arrangement,1579547.0,176.42,30.93
2022,MT,Malta,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,7841515.0,875.82,153.53
2019,NL,Netherlands,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,803706192.0,779.64,85.86
2022,NL,Netherlands,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,922608618.0,750.03,77.96
2019,PL,Poland,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,216263207.0,574.88,66.16
2022,PL,Poland,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,155542434.0,687.74,58.83
2019,PT,Portugal,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,15213881.0,740.87,133.92
2022,PT,Portugal,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,11134049.0,755.64,120.8
2019,RO,Romania,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,45192155.0,449.48,69.39
2022,RO,Romania,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,64787767.0,804.25,112.05
2019,SE,Sweden,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,267190778.0,1677.14,197.98
2019,SI,Slovenia,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,18702519.0,422.58,82.81
2022,SI,Slovenia,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,17398587.0,389.39,77.43
2019,SK,Slovakia,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,77435545.0,457.63,68.03
2022,SK,Slovakia,AT,Austria,Total,4 nights or over,Total excluding durable/valuable goods,77327900.0,661.03,109.97
2019,ES,Spain,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,44710264.0,467.51,186.76
2022,ES,Spain,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,59481176.0,527.31,210.76
2019,FR,France,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,228637629.0,228.22,128.82
2022,FR,France,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,274817494.0,287.78,155.48
2019,HU,Hungary,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,21370593.0,331.24,138.63
2019,IE,Ireland,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,12089835.0,378.88,174.83
2019,LU,Luxembourg,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,33685592.0,276.73,143.99
2022,LU,Luxembourg,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,56760403.0,369.39,192.07
2019,MT,Malta,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,2425462.0,443.15,162.6
2019,NL,Netherlands,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,186230514.0,196.7,96.14
2022,NL,Netherlands,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,319674675.0,209.66,105.04
2019,PL,Poland,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,10167894.0,417.31,164.05
2022,PL,Poland,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,5166522.0,357.41,136.16
2022,PT,Portugal,BE,Belgium,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,10865612.0,441.79,162.1
2022,AT,Austria,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,37060558.0,633.87,133.33
2019,DE,Germany,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,532817650.0,424.2,100.74
2022,DE,Germany,BE,Belgium,Personal reasons,1 night or over,Package arrangement,75232547.0,108.43,26.07
2022,DE,Germany,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,355830001.0,512.84,123.28
2019,ES,Spain,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,171547190.0,651.25,114.79
2022,ES,Spain,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,139436484.0,627.79,114.92
2019,FR,France,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,469807377.0,305.86,77.86
2022,FR,France,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,502642270.0,357.29,114.11
2019,HU,Hungary,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,29529714.0,306.39,77.97
2022,HU,Hungary,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,21110166.0,395.12,64.44
2019,IE,Ireland,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,23903341.0,411.38,122.14
2022,IE,Ireland,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,53962777.0,711.49,116.85
2019,LT,Lithuania,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,4632371.0,592.64,67.04
2022,LT,Lithuania,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,11067112.0,615.71,76.84
2019,LU,Luxembourg,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,63429153.0,394.15,116.47
2022,LU,Luxembourg,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,116460248.0,519.97,155.0
2019,MT,Malta,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,6783685.0,612.78,132.97
2022,MT,Malta,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,9326712.0,1062.42,68.29
2019,NL,Netherlands,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,378620577.0,247.17,60.29
2022,NL,Netherlands,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,575025624.0,265.16,70.78
2019,PL,Poland,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,48778731.0,526.6,29.19
2022,PL,Poland,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,33783467.0,408.73,30.74
2019,PT,Portugal,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,11996644.0,473.75,95.85
2022,PT,Portugal,BE,Belgium,Personal reasons,1 night or over,Total excluding durable/valuable goods,23601214.0,543.99,118.51
2019,ES,Spain,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,126836926.0,755.99,101.06
2022,ES,Spain,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,79955308.0,731.48,85.87
2019,FR,France,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,241169748.0,451.46,56.62
2022,FR,France,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,227824775.0,504.19,86.38
2019,HU,Hungary,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,8159121.0,256.07,36.33
2022,HU,Hungary,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,16395183.0,401.71,54.28
2019,LT,Lithuania,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,4482226.0,626.25,65.8
2022,LT,Lithuania,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,10882973.0,627.73,76.58
2019,LU,Luxembourg,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,29743560.0,758.79,95.75
2022,LU,Luxembourg,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,59699844.0,849.04,130.96
2019,MT,Malta,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,4358224.0,778.65,120.73
2022,MT,Malta,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,8999799.0,1124.35,66.99
2019,NL,Netherlands,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,192390062.0,328.84,44.3
2022,NL,Netherlands,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,255350949.0,396.62,50.25
2019,PL,Poland,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,38610837.0,565.61,23.99
2022,PL,Poland,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,28616945.0,419.61,26.97
2022,PT,Portugal,BE,Belgium,Personal reasons,4 nights or over,Package arrangement,2060840.0,109.67,15.6
2022,PT,Portugal,BE,Belgium,Personal reasons,4 nights or over,Total excluding durable/valuable goods,12735602.0,677.75,96.4
2019,ES,Spain,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,70932077.0,701.31,411.36
2019,FR,France,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,81688443.0,352.16,221.68
2022,FR,France,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,123522541.0,413.01,279.53
2019,LT,Lithuania,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,1436093.0,375.03,134.9
2019,LU,Luxembourg,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,19940294.0,365.09,234.48
2022,LU,Luxembourg,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,16163890.0,553.76,377.94
2019,MT,Malta,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,6543246.0,592.74,326.5
2019,NL,Netherlands,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,161393138.0,312.56,253.67
2022,NL,Netherlands,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,65863902.0,446.02,272.73
2022,PL,Poland,BE,Belgium,"Professional, business",From 1 to 3 nights,Package arrangement,2394488.0,140.72,63.03
2022,PL,Poland,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,8863921.0,520.9,233.33
2019,PT,Portugal,BE,Belgium,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,7549144.0,375.58,209.08
2019,ES,Spain,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,86624076.0,772.37,294.66
2019,FR,France,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,145652493.0,551.79,229.16
2022,FR,France,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,160976866.0,492.72,291.41
2022,HU,Hungary,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,14208360.0,483.03,131.2
2019,IE,Ireland,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,25786127.0,762.8,273.73
2019,LT,Lithuania,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,4837735.0,517.59,124.42
2022,LT,Lithuania,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,7730684.0,610.19,97.6
2019,LU,Luxembourg,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,21194491.0,371.91,215.24
2022,LU,Luxembourg,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,22873210.0,683.01,284.08
2019,MT,Malta,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,7602405.0,639.57,269.24
2019,NL,Netherlands,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,187541714.0,335.27,209.02
2022,NL,Netherlands,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,100923986.0,586.53,167.17
2019,PL,Poland,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,23835345.0,689.27,153.81
2022,PL,Poland,BE,Belgium,"Professional, business",1 night or over,Package arrangement,6063549.0,193.2,20.76
2022,PL,Poland,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,20144117.0,641.83,68.96
2019,PT,Portugal,BE,Belgium,"Professional, business",1 night or over,Total excluding durable/valuable goods,13827342.0,483.56,85.19
2022,HU,Hungary,BE,Belgium,"Professional, business",4 nights or over,Total excluding durable/valuable goods,9680981.0,546.45,126.09
2019,LT,Lithuania,BE,Belgium,"Professional, business",4 nights or over,Total excluding durable/valuable goods,3401641.0,616.52,120.47
2022,LT,Lithuania,BE,Belgium,"Professional, business",4 nights or over,Total excluding durable/valuable goods,6242600.0,666.23,87.12
2022,PL,Poland,BE,Belgium,"Professional, business",4 nights or over,Package arrangement,3669061.0,255.35,14.44
2022,PL,Poland,BE,Belgium,"Professional, business",4 nights or over,Total excluding durable/valuable goods,11280196.0,785.05,44.38
2022,AT,Austria,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,23450773.0,676.49,352.22
2019,DE,Germany,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,328886106.0,449.87,184.02
2019,ES,Spain,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,115642341.0,587.68,280.8
2022,ES,Spain,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,80975575.0,573.81,236.73
2019,FR,France,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,310326072.0,251.52,144.79
2022,FR,France,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,398340036.0,317.64,180.29
2019,HU,Hungary,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,23585097.0,339.83,141.11
2022,HU,Hungary,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,9242362.0,380.14,161.98
2019,IE,Ireland,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,23762613.0,434.84,226.51
2019,LT,Lithuania,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,1586238.0,353.4,136.36
2019,LU,Luxembourg,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,53625886.0,304.09,168.12
2022,LU,Luxembourg,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,72924293.0,398.82,215.57
2019,MT,Malta,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,8968708.0,543.16,256.56
2019,NL,Netherlands,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,347623652.0,237.59,135.09
2022,NL,Netherlands,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,385538577.0,230.53,117.37
2019,PL,Poland,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,22774707.0,501.47,208.07
2022,PL,Poland,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,14030443.0,445.81,184.78
2019,PT,Portugal,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,13735884.0,434.3,210.78
2022,PT,Portugal,BE,Belgium,Total,From 1 to 3 nights,Total excluding durable/valuable goods,12369569.0,438.55,165.05
2019,AT,Austria,BE,Belgium,Total,1 night or over,Total excluding durable/valuable goods,55816742.0,835.96,198.86
2022,AT,Austria,BE,Belgium,Total,1 night or over,Total excluding durable/valuable goods,66663793.0,782.16,178.64
2019,CY,Cyprus,BE,Belgium,Total,1 night or over,Total excluding durable/valuable goods,42570359.0,1090.88,356.88
2019,DE,Germany,BE,Belgium,Total,1 night or over,Total excluding durable/valuable goods,697417861.0,457.76,113.74
